DateTime,Open,High,Low,Close,Volume,TradeDirection,TakeProfitRate,StoplossRate,TakeProfitPrice,LongStopLossRelativetoOpenPrice,ShortStopLossRelativetoOpenPrice,TrailingStoplossExitPrice,TrailingExitStopLossDate,TakeProfitHitDate,ExitPrice,ExitDate
2010-02-15,1.361,1.3649,1.3579,1.3643,0,Short,0.02,0.01,1.33378,1.3473899999999999,1.37461,1.37461,2010-02-16,2010-03-24,1.37461,2010-02-16
2010-02-16,1.3644,1.3782,1.3634,1.3779,0,Hold,0.02,0.01,,1.350756,1.378044,,,,,
2010-02-17,1.3778,1.3788,1.3557,1.3568,0,Hold,0.02,0.01,,1.3640219999999998,1.391578,,,,,
2010-02-18,1.3569,1.3654,1.3442,1.3481,0,Short,0.02,0.01,1.3297619999999999,1.343331,1.370469,1.361682,2010-02-19,2010-03-25,1.361682,2010-02-19
2010-02-19,1.3482,1.3617,1.3455,1.3613,0,Long,0.02,0.01,1.375164,1.334718,1.361682,1.3501619999999999,2010-02-23,2010-03-12,1.3501619999999999,2010-02-23
2010-02-20,,,,,0,Short,0.02,0.01,,,,1.372085,2010-03-03,,1.372085,2010-03-03
2010-02-21,1.3636,1.3653,1.3601,1.3637,0,Hold,0.02,0.01,,1.349964,1.377236,,,,,
2010-02-22,1.3638,1.364,1.3574,1.3625,0,Long,0.02,0.01,1.391076,1.3501619999999999,1.377438,1.3501619999999999,2010-02-23,2010-10-06,1.3501619999999999,2010-02-23
2010-02-23,1.3624,1.3691,1.3496,1.3539,0,Short,0.02,0.01,1.3351520000000001,1.348776,1.3760240000000001,1.372085,2010-03-03,2010-03-24,1.372085,2010-03-03
2010-02-24,1.3538,1.3625,1.345,1.3471,0,Hold,0.02,0.01,,1.3402619999999998,1.367338,,,,,
2010-02-25,1.347,1.3603,1.3456,1.3584,0,Hold,0.02,0.01,,1.3335299999999999,1.36047,,,,,
2010-02-26,1.3585,1.3682,1.3549,1.363,0,Long,0.02,0.01,1.38567,1.344915,1.372085,1.346697,2010-03-01,2010-10-05,1.346697,2010-03-01
2010-02-27,,,,,0,Long,0.02,0.01,,,,1.346697,2010-03-01,,1.346697,2010-03-01
2010-02-28,1.3623,1.3649,1.359,1.3604,0,Hold,0.02,0.01,,1.3486770000000001,1.375923,,,,,
2010-03-01,1.3603,1.3652,1.3459,1.3533,0,Short,0.02,0.01,1.333094,1.346697,1.373903,1.373398,2010-03-12,2010-03-24,1.373398,2010-03-12
2010-03-02,1.3532,1.3652,1.3436,1.3636,0,Hold,0.02,0.01,,1.3396679999999999,1.366732,,,,,
2010-03-03,1.3637,1.3735,1.3591,1.3681,0,Long,0.02,0.01,1.390974,1.3500629999999998,1.377337,1.3543200000000002,2010-03-05,2010-10-06,1.3543200000000002,2010-03-05
2010-03-04,1.368,1.3693,1.355,1.359,0,Long,0.02,0.01,1.3953600000000002,1.3543200000000002,1.38168,1.3543200000000002,2010-03-05,2010-10-07,1.3543200000000002,2010-03-05
2010-03-05,1.3589,1.3629,1.3529,1.362,0,Long,0.02,0.01,1.386078,1.345311,1.372489,1.3578839999999999,2010-03-19,2010-10-06,1.3578839999999999,2010-03-19
2010-03-06,,,,,0,Hold,0.02,0.01,,,,,,,,
2010-03-07,1.363,1.369,1.3624,1.3677,0,Short,0.02,0.01,1.33574,1.34937,1.37663,1.373398,2010-03-12,2010-03-24,1.373398,2010-03-12
2010-03-08,1.3678,1.3702,1.3604,1.3618,0,Long,0.02,0.01,1.3951559999999998,1.3541219999999998,1.381478,1.3541219999999998,2010-03-09,2010-10-07,1.3541219999999998,2010-03-09
2010-03-09,1.3619,1.3627,1.3536,1.3599,0,Short,0.02,0.01,1.334662,1.348281,1.3755190000000002,1.373398,2010-03-12,2010-03-24,1.373398,2010-03-12
2010-03-10,1.3598,1.3678,1.3543,1.364,0,Short,0.02,0.01,1.332604,1.346202,1.373398,1.373398,2010-03-12,2010-03-24,1.373398,2010-03-12
2010-03-11,1.3641,1.3695,1.362,1.3691,0,Long,0.02,0.01,1.3913820000000001,1.350459,1.377741,1.3578839999999999,2010-03-19,2010-10-06,1.3578839999999999,2010-03-19
2010-03-12,1.3692,1.3795,1.3685,1.3767,0,Hold,0.02,0.01,,1.355508,1.382892,,,,,
2010-03-13,,,,,0,Short,0.02,0.01,,,,1.346633,2010-03-28,,1.346633,2010-03-28
2010-03-14,1.3776,1.3777,1.3725,1.3732,0,Short,0.02,0.01,1.350048,1.363824,1.391376,1.346633,2010-03-28,2010-03-22,1.350048,2010-03-22
2010-03-15,1.3733,1.376,1.3639,1.3692,0,Hold,0.02,0.01,,1.359567,1.387033,,,,,
2010-03-16,1.3691,1.3785,1.3655,1.378,0,Short,0.02,0.01,1.341718,1.3554089999999999,1.382791,1.346633,2010-03-28,2010-03-24,1.341718,2010-03-24
2010-03-17,1.3779,1.3817,1.371,1.3717,0,Short,0.02,0.01,1.350342,1.364121,1.3916789999999999,1.346633,2010-03-28,2010-03-19,1.350342,2010-03-19
2010-03-18,1.3716,1.3728,1.3585,1.3625,0,Hold,0.02,0.01,,1.3578839999999999,1.385316,,,,,
2010-03-19,1.3624,1.3626,1.3502,1.3528,0,Long,0.02,0.01,1.389648,1.348776,1.3760240000000001,1.348776,2010-03-22,2010-10-06,1.348776,2010-03-22
2010-03-20,,,,,0,Hold,0.02,0.01,,,,,,,,
2010-03-21,1.3536,1.3537,1.3505,1.3513,0,Hold,0.02,0.01,,1.340064,1.367136,,,,,
2010-03-22,1.3512,1.3568,1.3462,1.3558,0,Short,0.02,0.01,1.324176,1.337688,1.364712,1.346633,2010-03-28,2010-04-22,1.346633,2010-03-28
2010-03-23,1.3557,1.3562,1.3445,1.3454,0,Long,0.02,0.01,1.382814,1.3421429999999999,1.369257,1.3421429999999999,2010-03-24,2010-10-05,1.3421429999999999,2010-03-24
2010-03-24,1.3455,1.3464,1.3304,1.3334,0,Short,0.02,0.01,1.31859,1.332045,1.358955,1.346633,2010-03-28,2010-04-27,1.346633,2010-03-28
2010-03-25,1.3333,1.3386,1.3266,1.3332,0,Short,0.02,0.01,1.3066339999999999,1.319967,1.346633,1.346633,2010-03-28,2010-05-04,1.346633,2010-03-28
2010-03-26,1.3333,1.3424,1.3324,1.3408,0,Long,0.02,0.01,1.359966,1.319967,1.346633,1.338678,2010-04-06,2010-04-11,1.338678,2010-04-06
2010-03-27,,,,,0,Long,0.02,0.01,,,,1.338678,2010-04-06,,1.338678,2010-04-06
2010-03-28,1.347,1.3492,1.3418,1.344,0,Short,0.02,0.01,1.32006,1.3335299999999999,1.36047,1.3493600000000001,2010-04-09,2010-04-27,1.3493600000000001,2010-04-09
2010-03-29,1.3441,1.3506,1.3422,1.3487,0,Hold,0.02,0.01,,1.330659,1.357541,,,,,
2010-03-30,1.3488,1.3536,1.3391,1.3396,0,Short,0.02,0.01,1.3218239999999999,1.335312,1.362288,1.3493600000000001,2010-04-09,2010-04-22,1.3493600000000001,2010-04-09
2010-03-31,1.3395,1.356,1.3383,1.3507,0,Short,0.02,0.01,1.3127099999999998,1.3261049999999999,1.352895,1.352895,2010-03-31,2010-04-28,1.352895,2010-03-31
2010-04-01,1.3508,1.359,1.3459,1.3567,0,Hold,0.02,0.01,,1.337292,1.364308,,,,,
2010-04-02,1.3566,1.3581,1.3474,1.3503,0,Short,0.02,0.01,1.329468,1.343034,1.370166,1.3493600000000001,2010-04-09,2010-04-08,1.329468,2010-04-08
2010-04-03,,,,,0,Short,0.02,0.01,,,,1.3493600000000001,2010-04-09,,1.3493600000000001,2010-04-09
2010-04-04,1.3496,1.3537,1.348,1.3521,0,Long,0.02,0.01,1.376592,1.336104,1.3630959999999999,1.338678,2010-04-06,2010-10-01,1.338678,2010-04-06
2010-04-05,1.3522,1.3527,1.342,1.3427,0,Long,0.02,0.01,1.3792440000000001,1.338678,1.365722,1.338678,2010-04-06,2010-10-03,1.338678,2010-04-06
2010-04-06,1.3426,1.3437,1.3354,1.3389,0,Hold,0.02,0.01,,1.329174,1.356026,,,,,
2010-04-07,1.3388,1.3401,1.3312,1.3329,0,Hold,0.02,0.01,,1.325412,1.352188,,,,,
2010-04-08,1.3328,1.3383,1.3281,1.3361,0,Hold,0.02,0.01,,1.319472,1.346128,,,,,
2010-04-09,1.336,1.3498,1.3341,1.3497,0,Long,0.02,0.01,1.3627200000000002,1.32264,1.3493600000000001,1.351152,2010-04-16,2010-04-11,1.3627200000000002,2010-04-11
2010-04-10,,,,,0,Long,0.02,0.01,,,,1.351152,2010-04-16,,1.351152,2010-04-16
2010-04-11,1.366,1.3676,1.3607,1.3654,0,Short,0.02,0.01,1.33868,1.35234,1.37966,1.335523,2010-04-23,2010-04-21,1.33868,2010-04-21
2010-04-12,1.3655,1.3691,1.3565,1.3573,0,Short,0.02,0.01,1.33819,1.351845,1.379155,1.335523,2010-04-23,2010-04-21,1.33819,2010-04-21
2010-04-13,1.3574,1.3664,1.3544,1.366,0,Long,0.02,0.01,1.384548,1.343826,1.370974,1.351152,2010-04-16,2010-10-05,1.351152,2010-04-16
2010-04-14,1.3659,1.3678,1.3593,1.3649,0,Long,0.02,0.01,1.3932179999999998,1.3522409999999998,1.379559,1.351152,2010-04-16,2010-10-06,1.351152,2010-04-16
2010-04-15,1.3648,1.3649,1.352,1.3541,0,Long,0.02,0.01,1.392096,1.351152,1.3784480000000001,1.351152,2010-04-16,2010-10-06,1.351152,2010-04-16
2010-04-16,1.3542,1.3562,1.3471,1.35,0,Long,0.02,0.01,1.3812840000000002,1.3406580000000001,1.367742,1.3406580000000001,2010-04-20,2010-10-05,1.3406580000000001,2010-04-20
2010-04-17,,,,,0,Long,0.02,0.01,,,,1.3236299999999999,2010-04-27,,1.3236299999999999,2010-04-27
2010-04-18,1.3467,1.3497,1.3445,1.3462,0,Hold,0.02,0.01,,1.333233,1.3601670000000001,,,,,
2010-04-19,1.3461,1.35,1.3415,1.3477,0,Long,0.02,0.01,1.3730220000000002,1.3326390000000001,1.359561,1.3326390000000001,2010-04-22,2010-10-01,1.3326390000000001,2010-04-22
2010-04-20,1.3478,1.3521,1.3404,1.3417,0,Hold,0.02,0.01,,1.334322,1.3612780000000002,,,,,
2010-04-21,1.3416,1.3446,1.3357,1.3387,0,Hold,0.02,0.01,,1.3281839999999998,1.355016,,,,,
2010-04-22,1.3388,1.342,1.3201,1.3224,0,Short,0.02,0.01,1.3120239999999999,1.325412,1.352188,1.335523,2010-04-23,2010-04-28,1.335523,2010-04-23
2010-04-23,1.3223,1.3399,1.3218,1.3384,0,Short,0.02,0.01,1.295854,1.309077,1.335523,1.335523,2010-04-23,2010-05-04,1.335523,2010-04-23
2010-04-24,,,,,0,Long,0.02,0.01,,,,1.3236299999999999,2010-04-27,,1.3236299999999999,2010-04-27
2010-04-25,1.3347,1.3396,1.3333,1.3369,0,Long,0.02,0.01,1.361394,1.321353,1.348047,1.3236299999999999,2010-04-27,2010-09-29,1.3236299999999999,2010-04-27
2010-04-26,1.337,1.3415,1.329,1.338,0,Hold,0.02,0.01,,1.3236299999999999,1.35037,,,,,
2010-04-27,1.3379,1.3385,1.3143,1.3215,0,Long,0.02,0.01,1.3646580000000001,1.324521,1.3512790000000001,1.324521,2010-04-27,2010-09-30,1.324521,2010-04-27
2010-04-28,1.3214,1.3265,1.3113,1.3213,0,Hold,0.02,0.01,,1.3081859999999998,1.334614,,,,,
2010-04-29,1.3212,1.3278,1.3192,1.3252,0,Short,0.02,0.01,1.294776,1.307988,1.334412,1.334412,2010-05-02,2010-05-04,1.334412,2010-05-02
2010-04-30,1.3251,1.3341,1.3235,1.3292,0,Long,0.02,0.01,1.351602,1.311849,1.3383509999999998,1.3224420000000001,2010-05-02,2010-09-28,1.3224420000000001,2010-05-02
2010-05-01,,,,,0,Long,0.02,0.01,,,,1.3224420000000001,2010-05-02,,1.3224420000000001,2010-05-02
2010-05-02,1.3358,1.3359,1.3208,1.3214,0,Long,0.02,0.01,1.362516,1.3224420000000001,1.349158,1.3224420000000001,2010-05-02,2010-09-29,1.3224420000000001,2010-05-02
2010-05-03,1.3215,1.3252,1.3153,1.3201,0,Long,0.02,0.01,1.3479299999999999,1.308285,1.3347149999999999,1.308285,2010-05-04,2010-09-24,1.308285,2010-05-04
2010-05-04,1.32,1.3208,1.2936,1.2957,0,Hold,0.02,0.01,,1.3068,1.3332000000000002,,,,,
2010-05-05,1.2958,1.2995,1.2788,1.2844,0,Hold,0.02,0.01,,1.282842,1.308758,,,,,
2010-05-06,1.2843,1.2843,1.2518,1.2705,0,Short,0.02,0.01,1.258614,1.271457,1.297143,1.307344,2010-05-10,2010-05-06,1.258614,2010-05-06
2010-05-07,1.2706,1.2797,1.2608,1.2751,0,Hold,0.02,0.01,,1.2578939999999998,1.283306,,,,,
2010-05-08,,,,,0,Short,0.02,0.01,,,,1.307344,2010-05-10,,1.307344,2010-05-10
2010-05-09,1.2918,1.2967,1.2806,1.2945,0,Long,0.02,0.01,1.317636,1.278882,1.304718,1.281456,2010-05-10,2010-08-02,1.281456,2010-05-10
2010-05-10,1.2944,1.3092,1.2722,1.2746,0,Short,0.02,0.01,1.2685119999999999,1.281456,1.307344,1.307344,2010-05-10,2010-05-11,1.307344,2010-05-10
2010-05-11,1.2745,1.2758,1.2615,1.2634,0,Hold,0.02,0.01,,1.261755,1.287245,,,,,
2010-05-12,1.2635,1.2737,1.2604,1.2647,0,Hold,0.02,0.01,,1.2508650000000001,1.276135,,,,,
2010-05-13,1.2646,1.2683,1.2515,1.2535,0,Hold,0.02,0.01,,1.251954,1.2772459999999999,,,,,
2010-05-14,1.2534,1.2575,1.2353,1.2357,0,Long,0.02,0.01,1.2784680000000002,1.240866,1.2659340000000001,1.240866,2010-05-14,2010-07-15,1.240866,2010-05-14
2010-05-15,,,,,0,Long,0.02,0.01,,,,1.2209670000000001,2010-05-18,,1.2209670000000001,2010-05-18
2010-05-16,1.2341,1.2371,1.2233,1.2266,0,Hold,0.02,0.01,,1.221759,1.246441,,,,,
2010-05-17,1.2265,1.2413,1.2254,1.2334,0,Short,0.02,0.01,1.20197,1.214235,1.238765,1.238765,2010-05-17,2010-06-04,1.238765,2010-05-17
2010-05-18,1.2333,1.2443,1.2143,1.2191,0,Hold,0.02,0.01,,1.2209670000000001,1.245633,,,,,
2010-05-19,1.2192,1.2432,1.2154,1.2362,0,Long,0.02,0.01,1.243584,1.207008,1.231392,1.237401,2010-05-24,2010-05-20,1.243584,2010-05-20
2010-05-20,1.2361,1.2597,1.2296,1.2594,0,Long,0.02,0.01,1.2608219999999999,1.223739,1.248461,1.237401,2010-05-24,2010-05-21,1.2608219999999999,2010-05-21
2010-05-21,1.2593,1.2671,1.247,1.2571,0,Hold,0.02,0.01,,1.246707,1.2718930000000002,,,,,
2010-05-22,,,,,0,Hold,0.02,0.01,,,,,,,,
2010-05-23,1.2537,1.2562,1.248,1.25,0,Hold,0.02,0.01,,1.241163,1.266237,,,,,
2010-05-24,1.2499,1.2524,1.2282,1.2292,0,Short,0.02,0.01,1.224902,1.237401,1.262399,1.2347249999999999,2010-05-27,2010-05-25,1.224902,2010-05-25
2010-05-25,1.2291,1.2387,1.2177,1.2295,0,Long,0.02,0.01,1.2536820000000002,1.216809,1.2413910000000001,1.216809,2010-05-26,2010-07-01,1.216809,2010-05-26
2010-05-26,1.2296,1.2344,1.2153,1.2224,0,Long,0.02,0.01,1.254192,1.217304,1.241896,1.217304,2010-05-26,2010-07-02,1.217304,2010-05-26
2010-05-27,1.2225,1.2393,1.2202,1.2299,0,Hold,0.02,0.01,,1.210275,1.2347249999999999,,,,,
2010-05-28,1.2298,1.2452,1.2264,1.2271,0,Short,0.02,0.01,1.205204,1.217502,1.242098,1.242098,2010-05-28,2010-06-04,1.242098,2010-05-28
2010-05-29,,,,,0,Short,0.02,0.01,,,,1.201496,2010-06-09,,1.201496,2010-06-09
2010-05-30,1.2265,1.233,1.226,1.2318,0,Short,0.02,0.01,1.20197,1.214235,1.238765,1.201496,2010-06-09,2010-06-04,1.20197,2010-06-04
2010-05-31,1.2317,1.2333,1.2244,1.2255,0,Short,0.02,0.01,1.207066,1.219383,1.244017,1.201496,2010-06-09,2010-06-04,1.207066,2010-06-04
2010-06-01,1.2254,1.2352,1.211,1.2211,0,Short,0.02,0.01,1.200892,1.213146,1.237654,1.201496,2010-06-09,2010-06-04,1.200892,2010-06-04
2010-06-02,1.2212,1.2306,1.2174,1.2291,0,Hold,0.02,0.01,,1.208988,1.2334120000000002,,,,,
2010-06-03,1.2292,1.2326,1.2151,1.2177,0,Short,0.02,0.01,1.2046160000000001,1.216908,1.241492,1.201496,2010-06-09,2010-06-04,1.2046160000000001,2010-06-04
2010-06-04,1.2178,1.2214,1.1954,1.1966,0,Hold,0.02,0.01,,1.205622,1.229978,,,,,
2010-06-05,,,,,0,Long,0.02,0.01,,,,1.2289860000000001,2010-06-21,,1.2289860000000001,2010-06-21
2010-06-06,1.1928,1.1965,1.1875,1.1895,0,Long,0.02,0.01,1.2166560000000002,1.1808720000000001,1.204728,1.2289860000000001,2010-06-21,2010-06-13,1.2166560000000002,2010-06-13
2010-06-07,1.1896,1.199,1.189,1.1968,0,Long,0.02,0.01,1.213392,1.177704,1.201496,1.2289860000000001,2010-06-21,2010-06-10,1.213392,2010-06-10
2010-06-08,1.1969,1.2008,1.1901,1.1948,0,Hold,0.02,0.01,,1.184931,1.2088690000000002,,,,,
2010-06-09,1.1947,1.2072,1.1923,1.2032,0,Hold,0.02,0.01,,1.1827530000000002,1.206647,,,,,
2010-06-10,1.2033,1.2147,1.2007,1.21,0,Short,0.02,0.01,1.1792340000000001,1.191267,1.215333,1.215333,2010-06-13,,1.215333,2010-06-13
2010-06-11,1.2099,1.2151,1.2044,1.2111,0,Hold,0.02,0.01,,1.197801,1.221999,,,,,
2010-06-12,,,,,0,Short,0.02,0.01,,,,1.238361,2010-06-24,,1.238361,2010-06-24
2010-06-13,1.2128,1.2207,1.2115,1.2181,0,Long,0.02,0.01,1.2370560000000002,1.2006720000000002,1.224928,1.2289860000000001,2010-06-21,2010-06-17,1.2370560000000002,2010-06-17
2010-06-14,1.218,1.2297,1.2162,1.2219,0,Hold,0.02,0.01,,1.20582,1.23018,,,,,
2010-06-15,1.2218,1.2348,1.2167,1.2317,0,Short,0.02,0.01,1.1973639999999999,1.209582,1.234018,1.234018,2010-06-15,,1.234018,2010-06-15
2010-06-16,1.2316,1.2352,1.2254,1.2272,0,Long,0.02,0.01,1.256232,1.219284,1.243916,1.2289860000000001,2010-06-21,2010-07-02,1.2289860000000001,2010-06-21
2010-06-17,1.2271,1.2412,1.2241,1.2404,0,Long,0.02,0.01,1.2516420000000001,1.2148290000000002,1.239371,1.2289860000000001,2010-06-21,2010-07-01,1.2289860000000001,2010-06-21
2010-06-18,1.2403,1.2415,1.2352,1.2386,0,Hold,0.02,0.01,,1.227897,1.252703,,,,,
2010-06-19,,,,,0,Long,0.02,0.01,,,,1.2289860000000001,2010-06-21,,1.2289860000000001,2010-06-21
2010-06-20,1.2451,1.2467,1.2367,1.2413,0,Short,0.02,0.01,1.2201980000000001,1.232649,1.257551,1.238361,2010-06-24,2010-06-29,1.238361,2010-06-24
2010-06-21,1.2414,1.2466,1.2283,1.2303,0,Long,0.02,0.01,1.2662280000000001,1.2289860000000001,1.253814,1.2289860000000001,2010-06-21,2010-07-07,1.2289860000000001,2010-06-21
2010-06-22,1.2302,1.2327,1.2244,1.2262,0,Hold,0.02,0.01,,1.217898,1.242502,,,,,
2010-06-23,1.2261,1.2351,1.2208,1.2345,0,Short,0.02,0.01,1.201578,1.213839,1.238361,1.238361,2010-06-24,,1.238361,2010-06-24
2010-06-24,1.2346,1.2387,1.226,1.232,0,Long,0.02,0.01,1.2592919999999999,1.222254,1.2469459999999999,1.219779,2010-06-29,2010-07-02,1.219779,2010-06-29
2010-06-25,1.2321,1.2394,1.2253,1.2367,0,Long,0.02,0.01,1.256742,1.219779,1.244421,1.219779,2010-06-29,2010-07-02,1.219779,2010-06-29
2010-06-26,,,,,0,Hold,0.02,0.01,,,,,,,,
2010-06-27,1.2373,1.2396,1.2368,1.2382,0,Hold,0.02,0.01,,1.224927,1.249673,,,,,
2010-06-28,1.2381,1.2385,1.2257,1.2264,0,Hold,0.02,0.01,,1.225719,1.250481,,,,,
2010-06-29,1.2265,1.2271,1.215,1.2212,0,Long,0.02,0.01,1.2510299999999999,1.214235,1.238765,1.2560129999999998,2010-07-12,2010-07-01,1.2510299999999999,2010-07-01
2010-06-30,1.2211,1.2303,1.2192,1.2203,0,Long,0.02,0.01,1.245522,1.208889,1.233311,1.2560129999999998,2010-07-12,2010-07-01,1.245522,2010-07-01
2010-07-01,1.2204,1.2539,1.2195,1.2513,0,Long,0.02,0.01,1.244808,1.2081959999999998,1.232604,1.2560129999999998,2010-07-12,2010-07-01,1.244808,2010-07-01
2010-07-02,1.2512,1.261,1.2481,1.2565,0,Long,0.02,0.01,1.276224,1.238688,1.2637120000000002,1.2560129999999998,2010-07-12,2010-07-14,1.2560129999999998,2010-07-12
2010-07-03,,,,,0,Hold,0.02,0.01,,,,,,,,
